Aktivitet,Aktivitetnavn,Tollerance,MaxAfvigelse,Hovedaktivitet på,Følgeudgift på ,Kle nr.,SBSYS id,Hovedaktivitet,Hovedaktivitetsnavn,Kont1,Konto2,Konto3,Kontering,PGF betegnelse,Helle,Kolonne1,Leif
015110,Andre indsatser vedr. Familie- og dagbehandling eller intern skole,10%,5000,,SEL-76-3.3,,,015010,Eget værelse,,528201005,Andre5233,528201005-Andre5233,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015110,Andre indsatser vedr. Familie- og dagbehandling eller intern skole,10%,5000,,SEL-76-8,,,015010,Eget værelse,,528201005,Andre5233,528201005-Andre5233,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015110,Andre indsatser vedr. Familie- og dagbehandling eller intern skole,10%,5000,,SEL-52-3.7,,,015015,"Kommunale plejefamilier, vederlag",,528221003,Andre5233,528221003-Andre5233,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015110,Andre indsatser vedr. Familie- og dagbehandling eller intern skole,10%,5000,,SEL-58-jf 52-3.7,,,015015,"Kommunale plejefamilier, vederlag",,528221003,Andre5233,528221003-Andre5233,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015110,Andre indsatser vedr. Familie- og dagbehandling eller intern skole,10%,5000,,SEL-76-3.1,,,015015,"Kommunale plejefamilier, vederlag",,528221003,Andre5233,528221003-Andre5233,SEL-76-3.1 Døgnophold 18-22 årige,,,
015110,Andre indsatser vedr. Familie- og dagbehandling eller intern skole,10%,5000,,SEL-76-3.3,,,015015,"Kommunale plejefamilier, vederlag",,528221004,Andre5233,528221004-Andre5233,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015110,Andre indsatser vedr. Familie- og dagbehandling eller intern skole,10%,5000,,SEL-76-8,,,015015,"Kommunale plejefamilier, vederlag",,528221003,Andre5233,528221003-Andre5233,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015110,Andre indsatser vedr. Familie- og dagbehandling eller intern skole,10%,5000,,SEL-76-a,,,015015,"Kommunale plejefamilier, vederlag",,528221003,Andre5233,528221003-Andre5233,SEL-76-a Opretholdelse af anbringelse i plejefamilie ud over det 18. år for unge,,,
015110,Andre indsatser vedr. Familie- og dagbehandling eller intern skole,10%,5000,,SEL-52-3.7,,,015019,Kost- og efterskoler,,528201004,Andre5233,528201004-Andre5233,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015110,Andre indsatser vedr. Familie- og dagbehandling eller intern skole,10%,5000,,SEL-58-jf 52-3.7,,,015019,Kost- og efterskoler,,528201004,Andre5233,528201004-Andre5233,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015110,Andre indsatser vedr. Familie- og dagbehandling eller intern skole,10%,5000,,SEL-76-3.1,,,015019,Kost- og efterskoler,,528201004,Andre5233,528201004-Andre5233,SEL-76-3.1 Døgnophold 18-22 årige,,,
015110,Andre indsatser vedr. Familie- og dagbehandling eller intern skole,10%,5000,,SEL-76-3.3,,,015019,Kost- og efterskoler,,528201004,Andre5233,528201004-Andre5233,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015110,Andre indsatser vedr. Familie- og dagbehandling eller intern skole,10%,5000,,SEL-76-8,,,015019,Kost- og efterskoler,,528201004,Andre5233,528201004-Andre5233,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015110,Andre indsatser vedr. Familie- og dagbehandling eller intern skole,10%,5000,,SEL-52-3.7,,,015023,Netværksplejefamilier,,528221005,Andre5233,528221005-Andre5233,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015110,Andre indsatser vedr. Familie- og dagbehandling eller intern skole,10%,5000,,SEL-58-jf 52-3.7,,,015023,Netværksplejefamilier,,528221005,Andre5233,528221005-Andre5233,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015110,Andre indsatser vedr. Familie- og dagbehandling eller intern skole,10%,5000,,SEL-76-3.1,,,015023,Netværksplejefamilier,,528221005,Andre5233,528221005-Andre5233,SEL-76-3.1 Døgnophold 18-22 årige,,,
015176,Tolk,,,,SEL-44-jfr. §84,,,015023,Netværksplejefamilier,,528211005,030004,528211005-030004,"SEL-44-jfr. §84 Aflastning, børn og unge jf. SEL §84.1",,,
015110,Andre indsatser vedr. Familie- og dagbehandling eller intern skole,10%,5000,,SEL-76-3.3,,,015023,Netværksplejefamilier,,528221005,Andre5233,528221005-Andre5233,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015110,Andre indsatser vedr. Familie- og dagbehandling eller intern skole,10%,5000,,SEL-76-8,,,015023,Netværksplejefamilier,,528221005,Andre5233,528221005-Andre5233,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015110,Andre indsatser vedr. Familie- og dagbehandling eller intern skole,10%,5000,,SEL-52-3.7,,,015025,"Plejefamilier, vederlag",,528221001,Andre5233,528221001-Andre5233,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015110,Andre indsatser vedr. Familie- og dagbehandling eller intern skole,10%,5000,,SEL-58-jf 52-3.7,,,015025,"Plejefamilier, vederlag",,528221001,Andre5233,528221001-Andre5233,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015110,Andre indsatser vedr. Familie- og dagbehandling eller intern skole,10%,5000,,SEL-76-3.1,,,015025,"Plejefamilier, vederlag",,528221001,Andre5233,528221001-Andre5233,SEL-76-3.1 Døgnophold 18-22 årige,,,
015110,Andre indsatser vedr. Familie- og dagbehandling eller intern skole,10%,5000,,SEL-76-3.3,,,015025,"Plejefamilier, vederlag",,528221001,Andre5233,528221001-Andre5233,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015176,Tolk,,,,SEL-52-3.5,,,015023,Netværksplejefamilier,,645511002,030004,645511002-030004,SEL-52-3.5 Aflastningsordning,,,
015110,Andre indsatser vedr. Familie- og dagbehandling eller intern skole,10%,5000,,SEL-76-8,,,015025,"Plejefamilier, vederlag",,528221001,Andre5233,528221001-Andre5233,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015110,Andre indsatser vedr. Familie- og dagbehandling eller intern skole,10%,5000,,SEL-76-a,,,015025,"Plejefamilier, vederlag",,528221001,Andre5233,528221001-Andre5233,SEL-76-a Opretholdelse af anbringelse i plejefamilie ud over det 18. år for unge,,,
015110,Andre indsatser vedr. Familie- og dagbehandling eller intern skole,10%,5000,,SEL-52-3.7,,,015030,"Sikrede institutioner, opholdsbetaling",,528241999,Andre5233,528241999-Andre5233,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015110,Andre indsatser vedr. Familie- og dagbehandling eller intern skole,10%,5000,,SEL-58-jf 52-3.7,,,015030,"Sikrede institutioner, opholdsbetaling",,528241999,Andre5233,528241999-Andre5233,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015110,Andre indsatser vedr. Familie- og dagbehandling eller intern skole,10%,5000,,SEL-76-3.1,,,015030,"Sikrede institutioner, opholdsbetaling",,528241999,Andre5233,528241999-Andre5233,SEL-76-3.1 Døgnophold 18-22 årige,,,
015110,Andre indsatser vedr. Familie- og dagbehandling eller intern skole,10%,5000,,SEL-76-3.3,,,015030,"Sikrede institutioner, opholdsbetaling",,528241999,Andre5233,528241999-Andre5233,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015110,Andre indsatser vedr. Familie- og dagbehandling eller intern skole,10%,5000,,SEL-76-8,,,015030,"Sikrede institutioner, opholdsbetaling",,528241999,Andre5233,528241999-Andre5233,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015110,Andre indsatser vedr. Familie- og dagbehandling eller intern skole,10%,5000,,SEL-52-3.7,,,015031,Soc.pæd. opholdssteder,,528201003,Andre5233,528201003-Andre5233,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015110,Andre indsatser vedr. Familie- og dagbehandling eller intern skole,10%,5000,,SEL-58-jf 52-3.7,,,015031,Soc.pæd. opholdssteder,,528201003,Andre5233,528201003-Andre5233,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015110,Andre indsatser vedr. Familie- og dagbehandling eller intern skole,10%,5000,,SEL-76-3.1,,,015031,Soc.pæd. opholdssteder,,528201003,Andre5233,528201003-Andre5233,SEL-76-3.1 Døgnophold 18-22 årige,,,
015110,Andre indsatser vedr. Familie- og dagbehandling eller intern skole,10%,5000,,SEL-76-3.3,,,015101,Advokatbistand,,528201003,Andre5233,528201003-Andre5233,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015110,Andre indsatser vedr. Familie- og dagbehandling eller intern skole,10%,5000,,SEL-76-8,,,015031,Soc.pæd. opholdssteder,,528201003,Andre5233,528201003-Andre5233,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015111,Andre indsatser vedr. Kontaktperson,10%,5000,,SEL-52-3.7,,,015010,Eget værelse,,528201005,Andre5236,528201005-Andre5236,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015111,Andre indsatser vedr. Kontaktperson,10%,5000,,SEL-58-jf 52-3.7,,,015010,Eget værelse,,528201005,Andre5236,528201005-Andre5236,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015176,Tolk,10%,5000,,SEL-52-3.7,,,015023,Netværksplejefamilier,,645511002,030004,645511002-030004,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015111,Andre indsatser vedr. Kontaktperson,10%,5000,,SEL-76-3.1,,,015010,Eget værelse,,528201005,Andre5236,528201005-Andre5236,SEL-76-3.1 Døgnophold 18-22 årige,,,
015101,Advokatbistand,10%,5000,,SEL-58-jf 52-3.7,,,015023,Netværksplejefamilier,,528201007,010037,528201007-010037,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015111,Andre indsatser vedr. Kontaktperson,10%,5000,,SEL-76-3.3,,,015010,Eget værelse,,528201005,Andre5236,528201005-Andre5236,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015111,Andre indsatser vedr. Kontaktperson,10%,5000,,SEL-76-8,,,015010,Eget værelse,,528201005,Andre5236,528201005-Andre5236,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015116,Diæt- og supplerende kost,,,,SEL-41,,,015022,"Merudgiftsydelse, jfr. SEL § 41",,557721009,DiætKo,557721009-DiætKo,SEL-41 Merudgifter til børn,,,
015126,Formålsbestemt kørsel,,,,SEL-41,,,015022,"Merudgiftsydelse, jfr. SEL § 41",,557721009,KørForm,557721009-KørForm,SEL-41 Merudgifter til børn,,,
015128,Fritidskørsel,,,,SEL-41,,,015022,"Merudgiftsydelse, jfr. SEL § 41",,557721009,KørFri,557721009-KørFri,SEL-41 Merudgifter til børn,,,
015130,Handicapcykel,,,,SEL-41,,,015022,"Merudgiftsydelse, jfr. SEL § 41",,557721009,HandiCy,557721009-HandiCy,SEL-41 Merudgifter til børn,,,
015131,Handicapkøretøj,,,,SEL-41,,,015022,"Merudgiftsydelse, jfr. SEL § 41",,557721009,HandiBil,557721009-HandiBil,SEL-41 Merudgifter til børn,,,
015133,"Institutioner, Andre udgifter",,,,SEL-52-3.5,,,015007,Døgninstitutioner vedr. nedsat funktionsevne,,528211005,InstAUdg,528211005-InstAUdg,SEL-52-3.5 Aflastningsordning,,,
015133,"Institutioner, Andre udgifter",,,,SEL-52-3.7,,,015007,Døgninstitutioner vedr. nedsat funktionsevne,,528231001,InstAUdg,528231001-InstAUdg,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015133,"Institutioner, Andre udgifter",,,,SEL-58-jf 52-3.7,,,015007,Døgninstitutioner vedr. nedsat funktionsevne,,528231001,InstAUdg,528231001-InstAUdg,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015133,"Institutioner, Andre udgifter",,,,SEL-76-3.1,,,015007,Døgninstitutioner vedr. nedsat funktionsevne,,528231001,InstAUdg,528231001-InstAUdg,SEL-76-3.1 Døgnophold 18-22 årige,,,
015133,"Institutioner, Andre udgifter",,,,SEL-76-3.3,,,015007,Døgninstitutioner vedr. nedsat funktionsevne,,528231001,InstAUdg,528231001-InstAUdg,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015176,Tolk,10%,5000,,SEL-58-jf 52-3.7,,,015023,Netværksplejefamilier,,645511002,030004,645511002-030004,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015133,"Institutioner, Andre udgifter",,,,SEL-76-8,,,015007,Døgninstitutioner vedr. nedsat funktionsevne,,528231001,InstAUdg,528231001-InstAUdg,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015133,"Institutioner, Andre udgifter",,,,SEL-52-3.5,,,015008,Døgninstitutioner vedr. sociale adfærdsproblemer,,528211005,InstAUdg,528211005-InstAUdg,SEL-52-3.5 Aflastningsordning,,,
015133,"Institutioner, Andre udgifter",10%,5000,,SEL-52-3.7,,,015008,Døgninstitutioner vedr. sociale adfærdsproblemer,,528231002,InstAUdg,528231002-InstAUdg,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015133,"Institutioner, Andre udgifter",10%,5000,,SEL-58-jf 52-3.7,,,015008,Døgninstitutioner vedr. sociale adfærdsproblemer,,528231002,InstAUdg,528231002-InstAUdg,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015133,"Institutioner, Andre udgifter",10%,5000,,SEL-76-3.1,,,015008,Døgninstitutioner vedr. sociale adfærdsproblemer,,528231002,InstAUdg,528231002-InstAUdg,SEL-76-3.1 Døgnophold 18-22 årige,,,
015133,"Institutioner, Andre udgifter",10%,5000,,SEL-76-3.3,,,015008,Døgninstitutioner vedr. sociale adfærdsproblemer,,528231002,InstAUdg,528231002-InstAUdg,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015133,"Institutioner, Andre udgifter",10%,5000,,SEL-76-8,,,015008,Døgninstitutioner vedr. sociale adfærdsproblemer,,528231002,InstAUdg,528231002-InstAUdg,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015133,"Institutioner, Andre udgifter",,,,SEL-52-3.4,,,015009,Døgnophold for familien,,528211004,InstAUdg,528211004-InstAUdg,SEL-52-3.4 Døgnophold for hele familien,,,
015133,"Institutioner, Andre udgifter",10%,5000,,SEL-52-3.7,,,015019,Kost- og efterskoler,,528201004,InstAUdg,528201004-InstAUdg,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015133,"Institutioner, Andre udgifter",10%,5000,,SEL-52-a.1.1,,,015019,Kost- og efterskoler,,528211011,InstAUdg,528211011-InstAUdg,SEL-52-a.1.1 Økonomisk støtte i forbindelse med §52 s,,,
015133,"Institutioner, Andre udgifter",10%,5000,,SEL-52-a.1.2,,,015019,Kost- og efterskoler,,528211011,InstAUdg,528211011-InstAUdg,SEL-52-a.1.2 Udgifter til at undgå anbringelse og fremskynde hjemgivelse,,,
015176,Tolk,10%,5000,,SEL-76-3.1,,,015023,Netværksplejefamilier,,645511002,030004,645511002-030004,SEL-76-3.1 Døgnophold 18-22 årige,,,
015133,"Institutioner, Andre udgifter",10%,5000,,SEL-58-jf 52-3.7,,,015019,Kost- og efterskoler,,528201004,InstAUdg,528201004-InstAUdg,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015133,"Institutioner, Andre udgifter",10%,5000,,SEL-76-3.1,,,015019,Kost- og efterskoler,,528201004,InstAUdg,528201004-InstAUdg,SEL-76-3.1 Døgnophold 18-22 årige,,,
015133,"Institutioner, Andre udgifter",10%,5000,,SEL-76-3.3,,,015019,Kost- og efterskoler,,528201004,InstAUdg,528201004-InstAUdg,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015133,"Institutioner, Andre udgifter",10%,5000,,SEL-76-8,,,015019,Kost- og efterskoler,,528201004,InstAUdg,528201004-InstAUdg,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015133,"Institutioner, Andre udgifter",10%,5000,,SEL-52-3.7,,,015030,"Sikrede institutioner, opholdsbetaling",,528241999,InstAUdg,528241999-InstAUdg,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015133,"Institutioner, Andre udgifter",10%,5000,,SEL-58-jf 52-3.7,,,015030,"Sikrede institutioner, opholdsbetaling",,528241999,InstAUdg,528241999-InstAUdg,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015133,"Institutioner, Andre udgifter",10%,5000,,SEL-76-3.1,,,015030,"Sikrede institutioner, opholdsbetaling",,528241999,InstAUdg,528241999-InstAUdg,SEL-76-3.1 Døgnophold 18-22 årige,,,
015133,"Institutioner, Andre udgifter",10%,5000,,SEL-76-3.3,,,015030,"Sikrede institutioner, opholdsbetaling",,528241999,InstAUdg,528241999-InstAUdg,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015133,"Institutioner, Andre udgifter",10%,5000,,SEL-76-8,,,015030,"Sikrede institutioner, opholdsbetaling",,528241999,InstAUdg,528241999-InstAUdg,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015133,"Institutioner, Andre udgifter",10%,5000,,SEL-52-3.7,,,015031,Soc.pæd. opholdssteder,,528201003,InstAUdg,528201003-InstAUdg,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015133,"Institutioner, Andre udgifter",10%,5000,,SEL-58-jf 52-3.7,,,015031,Soc.pæd. opholdssteder,,528201003,InstAUdg,528201003-InstAUdg,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015176,Tolk,10%,5000,,SEL-76-3.3,,,015023,Netværksplejefamilier,,645511002,030004,645511002-030004,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015133,"Institutioner, Andre udgifter",10%,5000,,SEL-76-3.1,,,015031,Soc.pæd. opholdssteder,,528201003,InstAUdg,528201003-InstAUdg,SEL-76-3.1 Døgnophold 18-22 årige,,,
015133,"Institutioner, Andre udgifter",10%,5000,,SEL-76-3.3,,,015101,Advokatbistand,,528201003,InstAUdg,528201003-InstAUdg,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015133,"Institutioner, Andre udgifter",10%,5000,,SEL-76-8,,,015031,Soc.pæd. opholdssteder,,528201003,InstAUdg,528201003-InstAUdg,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015134,"Kommunale plejefamilier, andre udgifter",10%,5000,,SEL-44-jfr. §84,,,015015,"Kommunale plejefamilier, vederlag",,528211005,010134,528211005-010134,"SEL-44-jfr. §84 Aflastning, børn og unge jf. SEL §84.1",,,
015134,"Kommunale plejefamilier, andre udgifter",10%,5000,,SEL-52-3.4,,,015015,"Kommunale plejefamilier, vederlag",,528211004,010134,528211004-010134,SEL-52-3.4 Døgnophold for hele familien,,,
015134,"Kommunale plejefamilier, andre udgifter",10%,5000,,SEL-52-3.5,,,015015,"Kommunale plejefamilier, vederlag",,528211005,010134,528211005-010134,SEL-52-3.5 Aflastningsordning,,,
015134,"Kommunale plejefamilier, andre udgifter",,,,SEL-52-3.7,,,015015,"Kommunale plejefamilier, vederlag",,528221003,010134,528221003-010134,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015134,"Kommunale plejefamilier, andre udgifter",,,,SEL-58-jf 52-3.7,,,015015,"Kommunale plejefamilier, vederlag",,528221003,010134,528221003-010134,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015140,Kost og logi,,,,SEL-44-jfr. §84,,,015015,"Kommunale plejefamilier, vederlag",,528211005,KostLogi,528211005-KostLogi,"SEL-44-jfr. §84 Aflastning, børn og unge jf. SEL §84.1",,,
015140,Kost og logi,,,,SEL-52-3.4,,,015015,"Kommunale plejefamilier, vederlag",,528211004,KostLogi,528211004-KostLogi,SEL-52-3.4 Døgnophold for hele familien,,,
015140,Kost og logi,,,,SEL-52-3.5,,,015015,"Kommunale plejefamilier, vederlag",,528211005,KostLogi,528211005-KostLogi,SEL-52-3.5 Aflastningsordning,,,
015176,Tolk,10%,5000,,SEL-76-8,,,015023,Netværksplejefamilier,,645511002,030004,645511002-030004,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015140,Kost og logi,,,,SEL-52-3.7,,,015015,"Kommunale plejefamilier, vederlag",,528221003,KostLogi,528221003-KostLogi,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015140,Kost og logi,,,,SEL-58-jf 52-3.7,,,015015,"Kommunale plejefamilier, vederlag",,528221003,KostLogi,528221003-KostLogi,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015140,Kost og logi,,,,SEL-76-3.1,,,015015,"Kommunale plejefamilier, vederlag",,528221003,KostLogi,528221003-KostLogi,SEL-76-3.1 Døgnophold 18-22 årige,,,
015140,Kost og logi,,,,SEL-76-3.3,,,015015,"Kommunale plejefamilier, vederlag",,528221003,KostLogi,528221003-KostLogi,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015176,Tolk,,,,SEL-52-3.1,,,015024,Ophold i dagtilbud,,645511002,030004,645511002-030004,"SEL-52-3.1 Ophold i dagtilbud, fritidshjem, ungdoms",,,
015140,Kost og logi,,,,SEL-76-8,,,015015,"Kommunale plejefamilier, vederlag",,528221003,KostLogi,528221003-KostLogi,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015140,Kost og logi,,,,SEL-76-a,,,015015,"Kommunale plejefamilier, vederlag",,528221003,KostLogi,528221003-KostLogi,SEL-76-a Opretholdelse af anbringelse i plejefamilie ud over det 18. år for unge,,,
015140,Kost og logi,,,,SEL-44-jfr. §84,,,015023,Netværksplejefamilier,,528211005,KostLogi,528211005-KostLogi,"SEL-44-jfr. §84 Aflastning, børn og unge jf. SEL §84.1",,,
015140,Kost og logi,,,,SEL-52-3.4,,,015023,Netværksplejefamilier,,528211004,KostLogi,528211004-KostLogi,SEL-52-3.4 Døgnophold for hele familien,,,
015176,Tolk,,,,SEL-44-jfr. §84,,,015025,"Plejefamilier, vederlag",,528211005,030004,528211005-030004,"SEL-44-jfr. §84 Aflastning, børn og unge jf. SEL §84.1",,,
015140,Kost og logi,,,,SEL-52-3.5,,,015023,Netværksplejefamilier,,528211005,KostLogi,528211005-KostLogi,SEL-52-3.5 Aflastningsordning,,,
015140,Kost og logi,,,,SEL-52-3.7,,,015023,Netværksplejefamilier,,528221005,KostLogi,528221005-KostLogi,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015140,Kost og logi,,,,SEL-58-jf 52-3.7,,,015023,Netværksplejefamilier,,528221005,KostLogi,528221005-KostLogi,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015140,Kost og logi,,,,SEL-76-3.1,,,015023,Netværksplejefamilier,,528221005,KostLogi,528221005-KostLogi,SEL-76-3.1 Døgnophold 18-22 årige,,,
015140,Kost og logi,,,,SEL-76-3.3,,,015023,Netværksplejefamilier,,528221005,KostLogi,528221005-KostLogi,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015140,Kost og logi,,,,SEL-76-8,,,015023,Netværksplejefamilier,,528221005,KostLogi,528221005-KostLogi,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015140,Kost og logi,,,,SEL-76-a,,,015023,Netværksplejefamilier,,528221005,KostLogi,528221005-KostLogi,SEL-76-a Opretholdelse af anbringelse i plejefamilie ud over det 18. år for unge,,,
015176,Tolk,,,,SEL-52-3.4,,,015025,"Plejefamilier, vederlag",,645511002,030004,645511002-030004,SEL-52-3.4 Døgnophold for hele familien,,,
015140,Kost og logi,,,,SEL-44-jfr. §84,,,015025,"Plejefamilier, vederlag",,528211005,KostLogi,528211005-KostLogi,"SEL-44-jfr. §84 Aflastning, børn og unge jf. SEL §84.1",,,
015140,Kost og logi,,,,SEL-52-3.4,,,015025,"Plejefamilier, vederlag",,528211004,KostLogi,528211004-KostLogi,SEL-52-3.4 Døgnophold for hele familien,,,
015140,Kost og logi,,,,SEL-52-3.5,,,015025,"Plejefamilier, vederlag",,528211005,KostLogi,528211005-KostLogi,SEL-52-3.5 Aflastningsordning,,,
015140,Kost og logi,,,,SEL-52-3.7,,,015025,"Plejefamilier, vederlag",,528221001,KostLogi,528221001-KostLogi,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015140,Kost og logi,,,,SEL-58-jf 52-3.7,,,015025,"Plejefamilier, vederlag",,528221001,KostLogi,528221001-KostLogi,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015140,Kost og logi,,,,SEL-76-3.1,,,015025,"Plejefamilier, vederlag",,528221001,KostLogi,528221001-KostLogi,SEL-76-3.1 Døgnophold 18-22 årige,,,
015176,Tolk,,,,SEL-52-3.5,,,015025,"Plejefamilier, vederlag",,645511002,030004,645511002-030004,SEL-52-3.5 Aflastningsordning,,,
015140,Kost og logi,,,,SEL-76-3.3,,,015025,"Plejefamilier, vederlag",,528221001,KostLogi,528221001-KostLogi,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015140,Kost og logi,,,,SEL-76-8,,,015025,"Plejefamilier, vederlag",,528221001,KostLogi,528221001-KostLogi,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015140,Kost og logi,,,,SEL-76-a,,,015025,"Plejefamilier, vederlag",,528221001,KostLogi,528221001-KostLogi,SEL-76-a Opretholdelse af anbringelse i plejefamilie ud over det 18. år for unge,,,
015141,Kursus,,,,SEL-41,,,015022,"Merudgiftsydelse, jfr. SEL § 41",,557721009,010138,557721009-010138,SEL-41 Merudgifter til børn,,,
015147,Medicin og creme,10%,5000,,SEL-52-3.7,,,015007,Døgninstitutioner vedr. nedsat funktionsevne,,528231001,Medic,528231001-Medic,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015147,Medicin og creme,10%,5000,,SEL-58-jf 52-3.7,,,015007,Døgninstitutioner vedr. nedsat funktionsevne,,528231001,Medic,528231001-Medic,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015147,Medicin og creme,10%,5000,,SEL-76-3.1,,,015007,Døgninstitutioner vedr. nedsat funktionsevne,,528231001,Medic,528231001-Medic,SEL-76-3.1 Døgnophold 18-22 årige,,,
015147,Medicin og creme,10%,5000,,SEL-76-3.3,,,015007,Døgninstitutioner vedr. nedsat funktionsevne,,528231001,Medic,528231001-Medic,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015147,Medicin og creme,10%,5000,,SEL-76-8,,,015007,Døgninstitutioner vedr. nedsat funktionsevne,,528231001,Medic,528231001-Medic,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015147,Medicin og creme,10%,5000,,SEL-52-3.7,,,015008,Døgninstitutioner vedr. sociale adfærdsproblemer,,528231002,Medic,528231002-Medic,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015147,Medicin og creme,10%,5000,,SEL-58-jf 52-3.7,,,015008,Døgninstitutioner vedr. sociale adfærdsproblemer,,528231002,Medic,528231002-Medic,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015147,Medicin og creme,10%,5000,,SEL-76-3.1,,,015008,Døgninstitutioner vedr. sociale adfærdsproblemer,,528231002,Medic,528231002-Medic,SEL-76-3.1 Døgnophold 18-22 årige,,,
015147,Medicin og creme,10%,5000,,SEL-76-3.3,,,015008,Døgninstitutioner vedr. sociale adfærdsproblemer,,528231002,Medic,528231002-Medic,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015147,Medicin og creme,10%,5000,,SEL-76-8,,,015008,Døgninstitutioner vedr. sociale adfærdsproblemer,,528231002,Medic,528231002-Medic,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015176,Tolk,10%,5000,,SEL-52-3.7,,,015025,"Plejefamilier, vederlag",,645511002,030004,645511002-030004,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015147,Medicin og creme,10%,5000,,SEL-52-3.7,,,015010,Eget værelse,,528201005,Medic,528201005-Medic,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
